0	0	9	
0.01	0.09	9	
0.055	0.494999	8.99975	
0.081216	0.730893	8.99434	
0.108754	0.978076	8.94165	
0.130678	1.17243	8.74855	
0.14376	1.28523	8.46723	
0.157094	1.39497	7.94206	
0.16898	1.48511	7.17082	
0.179871	1.55789	6.13429	
0.190763	1.61743	4.73838	
0.199596	1.65331	3.34954	
0.208429	1.67606	1.77681	
0.216217	1.68417	0.299328	
0.224005	1.68068	-1.19245	
0.231793	1.66575	-2.62797	
0.239581	1.64006	-3.94586	
0.247673	1.60315	-5.14407	
0.256375	1.55357	-6.21135	
0.265794	1.49064	-7.10839	
0.27613	1.41328	-7.817	
0.287702	1.31957	-8.3372	
0.301039	1.20583	-8.68406	
0.317088	1.06461	-8.88466	
0.337987	0.877779	-8.97549	
0.367351	0.613752	-8.9986	
0.402386	0.298455	-9	
0.450012	-0.130185	-9	
0.474233	-0.348173	-8.99999	
0.500454	-0.584155	-8.99906	
0.529268	-0.843304	-8.98222	
0.555951	-1.08187	-8.86871	
0.571771	-1.22069	-8.65088	
0.585562	-1.33757	-8.2579	
0.598138	-1.43779	-7.62702	
0.609553	-1.52009	-6.73542	
0.620967	-1.59012	-5.46884	
0.63015	-1.63453	-4.16099	
0.639649	-1.66665	-2.56605	
0.647656	-1.68133	-1.08499	
0.655663	-1.68388	0.450259	
0.662823	-1.67578	1.80599	
0.669982	-1.65819	3.09081	
0.677684	-1.62946	4.34469	
0.685967	-1.58852	5.50627	
0.694885	-1.5347	6.52167	
0.704575	-1.46724	7.35876	
0.715268	-1.38486	8.00558	
0.72734	-1.28519	8.46738	
0.741419	-1.16366	8.76342	
0.758698	-1.01062	8.92411	
0.782243	-0.799547	8.9884	
0.81285	-0.5242	8.99961	
0.850977	-0.181055	9	
0.90705	0.3236	8.99999	
0.926561	0.499201	8.99973	
0.956191	0.765794	8.99178	
0.983232	1.00831	8.9255	
1.00299	1.18305	8.72945	
1.01646	1.29877	8.41906	
1.02957	1.4059	7.86902	
1.04134	1.49411	7.06797	
1.05213	1.56495	6.00256	
1.06292	1.62239	4.58256	
1.07169	1.65655	3.18036	
1.08045	1.67762	1.60426	
1.08815	1.68436	0.137909	
1.09585	1.67973	-1.33489	
1.10355	1.66395	-2.74628	
1.11126	1.63773	-4.03818	
1.11939	1.59991	-5.22854	
1.12814	1.54936	-6.28424	
1.13762	1.4854	-7.16765	
1.14804	1.40691	-7.86205	
1.15972	1.31186	-8.36869	
1.17322	1.1964	-8.70361	
1.18953	1.05265	-8.8947	
1.21096	0.86091	-8.97902	
1.24056	0.594708	-8.99892	
1.27621	0.273845	-9	
1.32534	-0.168292	-9	
1.35541	-0.4389	-8.99991	
1.38274	-0.684861	-8.99664	
1.4106	-0.935137	-8.9593	
1.43674	-1.16737	-8.75723	
1.44934	-1.27622	-8.49725	
1.46285	-1.38789	-7.98692	
1.47481	-1.47925	-7.23477	
1.48576	-1.55326	-6.2168	
1.49672	-1.61416	-4.83665	
1.5056	-1.65113	-3.45696	
1.51448	-1.67497	-1.88707	
1.52232	-1.68398	-0.403194	
1.53016	-1.68124	1.10019	
1.538	-1.66687	2.55085	
1.54584	-1.64154	3.8853	
1.55369	-1.60635	5.05802	
1.56234	-1.55773	6.13717	
1.5717	-1.49582	7.04779	
1.58196	-1.41959	7.77068	
1.59343	-1.3272	8.30461	
1.60661	-1.21514	8.66361	
1.6224	-1.0764	8.87398	
1.6428	-0.894178	8.97158	
1.67195	-0.63211	8.99823	
1.70642	-0.321944	9	
1.75272	0.0947627	9.00001	
1.77406	0.286876	9	
1.79855	0.507261	8.9997	
1.8276	0.768626	8.99154	
1.85466	1.01126	8.92373	
1.87422	1.18425	8.72722	
1.88772	1.30017	8.41385	
1.90081	1.40704	7.86112	
1.91256	1.49505	7.05693	
1.92335	1.56568	5.98849	
1.93413	1.6229	4.56599	
1.94288	1.65689	3.16244	
1.95164	1.67778	1.58606	
1.95933	1.68437	0.120967	
1.96703	1.67962	-1.34977	
1.97472	1.66376	-2.75859	
1.98241	1.63749	-4.04774	
1.99055	1.59957	-5.23727	
1.99931	1.54892	-6.29175	
2	1.54454	-6.36512	
