0	0	9	
0.01	0.0899997	8.99987	
0.055	0.494691	8.97755	
0.113937	1.01976	8.80143	
0.174746	1.5416	8.29384	
0.239077	2.04458	7.24638	
0.290502	2.38623	5.97569	
0.343682	2.66032	4.27092	
0.387794	2.81279	2.61138	
0.431907	2.88862	0.810531	
0.468968	2.8899	-0.741538	
0.50603	2.83401	-2.26441	
0.543092	2.72314	-3.69985	
0.583388	2.54513	-5.10339	
0.626566	2.2964	-6.37444	
0.672637	1.97715	-7.43215	
0.721786	1.59111	-8.22028	
0.774323	1.14477	-8.71775	
0.830691	0.645631	-8.95002	
0.891709	0.0973674	-8.99983	
0.959706	-0.514961	-9.02525	
1.02966	-1.15306	-9.27955	
1.08702	-1.70004	-9.86802	
1.14217	-2.27148	-10.9575	
1.19733	-2.92279	-12.8152	
1.2414	-3.53495	-15.1076	
1.28773	-4.31163	-18.6596	
1.32543	-5.08906	-22.8108	
1.36471	-6.0982	-28.9298	
1.39666	-7.1279	-35.8909	
1.42995	-8.48076	-45.9806	
1.45705	-9.87331	-57.3519	
1.48527	-11.7091	-73.7029	
1.5083	-13.6079	-92.0897	
1.53225	-16.1108	-118.406	
1.55186	-18.7079	-148.006	
1.57222	-22.1271	-190.244	
1.58892	-25.6825	-237.797	
1.60625	-30.3576	-305.513	
1.6205	-35.2264	-381.822	
1.63526	-41.6213	-490.327	
1.64742	-48.2884	-612.704	
1.66001	-57.0379	-786.526	
1.67039	-66.1672	-982.701	
1.68113	-78.1398	-1261.13	
1.68999	-90.6394	-1575.51	
1.69917	-107.024	-2021.46	
1.70674	-124.137	-2525.19	
1.71457	-146.561	-3239.43	
1.72104	-169.989	-4046.43	
1.72773	-200.68	-5190.33	
1.73325	-232.752	-6483.05	
1.73897	-274.758	-8315.05	
1.74369	-318.662	-10385.7	
1.74857	-376.157	-13319.7	
1.75261	-436.258	-16636.2	
1.75678	-514.953	-21334.9	
1.76023	-597.223	-26646.8	
1.7638	-704.94	-34171.8	
1.76674	-817.556	-42679.1	
1.76979	-964.996	-54730.2	
1.77231	-1119.15	-68355.1	
1.77492	-1320.96	-87654.7	
