0	0	9	
0.01	0.09	8.99999	
0.055	0.494908	8.99166	
0.107373	0.963758	8.87937	
0.148868	1.3266	8.55904	
0.186073	1.63481	7.94625	
0.220401	1.89245	6.99532	
0.254728	2.11005	5.60737	
0.282372	2.24583	4.1715	
0.310017	2.33848	2.49779	
0.334435	2.37999	0.887728	
0.358854	2.38147	-0.766745	
0.383272	2.34286	-2.38281	
0.40769	2.26605	-3.88332	
0.432109	2.15465	-5.20745	
0.457961	2.00438	-6.37561	
0.485685	1.8135	-7.34572	
0.515594	1.58202	-8.08332	
0.548236	1.30926	-8.58219	
0.584539	0.991883	-8.86455	
0.626243	0.619269	-8.97955	
0.677442	0.158756	-8.99991	
0.73345	-0.345302	-8.99802	
0.789459	-0.848027	-8.92788	
0.836993	-1.26678	-8.63493	
0.874841	-1.58421	-8.07794	
0.909653	-1.85111	-7.18652	
0.944465	-2.07942	-5.85304	
0.972491	-2.22443	-4.44867	
1.00052	-2.32637	-2.78857	
1.02531	-2.37566	-1.1705	
1.05011	-2.38391	0.50771	
1.07165	-2.35738	1.94737	
1.09319	-2.30055	3.31243	
1.11656	-2.20711	4.65569	
1.14166	-2.07423	5.89259	
1.16855	-1.90089	6.95405	
1.19747	-1.68695	7.79447	
1.22884	-1.4322	8.39533	
1.26342	-1.1348	8.76665	
1.30249	-0.788159	8.94624	
1.34877	-0.372508	8.99732	
1.40626	0.144909	8.99994	
1.46376	0.661955	8.97329	
1.52125	1.17277	8.73332	
1.55695	1.47786	8.31112	
1.59307	1.76524	7.5316	
1.6292	2.0165	6.29787	
1.65781	2.17844	4.96977	
1.68755	2.30189	3.28777	
1.7125	2.36434	1.69606	
1.73746	2.38581	0.0169294	
1.75778	2.37216	-1.35564	
1.77811	2.33101	-2.68133	
1.80065	2.25495	-4.04505	
1.82496	2.14045	-5.34078	
1.85101	1.98581	-6.49027	
1.87895	1.79056	-7.43653	
1.90912	1.5547	-8.14826	
1.94211	1.27738	-8.62229	
1.97888	0.954773	-8.88383	
2	0.766392	-8.95196	
