0	0	9	
0.01	0.0899925	8.99775	
0.055	0.493753	8.93202	
0.141536	1.25267	8.55302	
0.235587	2.02357	7.77984	
0.335954	2.74712	6.57773	
0.442313	3.36282	4.94542	
0.555015	3.80808	2.91422	
0.652959	4.00027	0.994577	
0.750904	4.00135	-0.972578	
0.848848	3.81127	-2.89327	
0.946793	3.43911	-4.67573	
1.04474	2.90265	-6.23482	
1.14828	2.18541	-7.55776	
1.25839	1.29567	-8.52092	
1.3685	0.32777	-8.9701	
1.46043	-0.497885	-8.93087	
1.55235	-1.30258	-8.51565	
1.64427	-2.05244	-7.74193	
1.7449	-2.77319	-6.5228	
1.85149	-3.3835	-4.87438	
1.96445	-3.82092	-2.82889	
2	-3.90932	-2.14153	
